student,degree,act,scholarship,ap_courses,first_gen,non_traditional
811,Yes,28,1.5,0,Yes,No
812,Yes,20,0,0,No,No
813,Yes,28,0,0,Yes,No
814,Yes,22,0,0,Yes,No
815,No,22,0,0,Yes,No
816,Yes,26,1,0,Yes,No
817,Yes,24,0,0,No,No
818,Yes,24,0,0,Yes,No
819,Yes,29,0,0,No,No
820,Yes,22,0,0,Yes,No
821,No,23,0,0,Yes,No
822,Yes,19,0,0,No,No
823,Yes,27,0,7,Yes,No
824,Yes,23,0,0,No,No
825,No,22,0,0,Yes,No
826,No,23,0,0,Yes,No
827,Yes,19,0,0,Yes,No
828,Yes,24,0,0,Yes,No
829,Yes,24,0,0,No,No
830,Yes,27,0,4,Yes,No
831,Yes,24,0,0,No,No
832,No,14,0,0,Yes,No
833,Yes,22,2.75,0,Yes,No
834,No,18,0,0,No,Yes
835,No,30,0,7,Yes,No
836,Yes,29,0,0,Yes,No
837,Yes,25,0,0,Yes,No
838,Yes,23,0,0,No,No
839,Yes,28,0,35,Yes,No
840,Yes,22,0,0,Yes,No
841,Yes,15,0,0,No,No
842,Yes,21,0,4,Yes,No
843,Yes,22,0,0,No,No
844,No,23,0,0,No,No
845,Yes,27,1.5,0,Yes,No
846,Yes,28,0,12,Yes,No
847,Yes,29,0,0,Yes,No
848,Yes,19,0,0,No,No
849,Yes,30,0,8,Yes,No
850,Yes,28,0,0,No,No
851,No,28,0,0,Yes,No
852,Yes,31,1.5,0,Yes,No
853,Yes,27,1.5,4,Yes,No
854,Yes,26,0,10,Yes,No
855,No,26,0,0,No,No
856,Yes,25,0,7,Yes,No
857,Yes,34,4,0,Yes,No
858,Yes,26,0,4,Yes,No
859,No,24,0,0,Yes,No
860,No,25,0,6,No,No
861,Yes,23,0,0,Yes,No
862,Yes,26,0,0,No,No
863,Yes,33,1,31,Yes,No
864,Yes,31,0,4,Yes,No
865,No,24,0,0,No,No
866,Yes,27,0,4,Yes,No
867,Yes,34,0,0,Yes,No
868,Yes,23,0,0,Yes,No
869,Yes,24,0,0,No,No
870,Yes,22,0,0,Yes,No
871,No,17,0,0,Yes,No
872,No,20,0,0,Yes,No
873,No,22,0,6,No,No
874,Yes,34,1.5,14,Yes,No
875,Yes,28,2.5,0,Yes,No
876,No,25,0,0,Yes,No
877,Yes,25,0,0,Yes,No
878,No,23,0,0,Yes,No
879,No,22,0,0,Yes,No
880,Yes,19,0,0,Yes,No
881,Yes,23,0,0,Yes,No
882,No,28,0,0,Yes,No
883,Yes,28,0,8,Yes,No
884,Yes,22,0,0,Yes,No
885,Yes,31,1,12,Yes,No
886,No,25,0,0,No,No
887,Yes,30,0,0,Yes,No
888,Yes,27,0,0,No,No
889,Yes,27,0,0,No,No
890,Yes,29,0,11,Yes,No
891,Yes,18,0,0,No,No
892,Yes,25,0,0,No,No
893,Yes,26,0,12,Yes,No
894,No,21,0,0,No,No
895,Yes,20,0,0,Yes,No
896,No,22,0,0,Yes,No
897,Yes,27,0,0,Yes,No
898,Yes,26,0,0,Yes,No
899,Yes,23,0,0,Yes,No
900,Yes,27,0,10,Yes,No
901,No,20,0,0,No,No
902,Yes,28,0,0,Yes,No
903,Yes,28,1,0,Yes,No
904,Yes,29,2.5,0,Yes,No
905,No,32,1.5,28,Yes,No
906,Yes,26,0,4,Yes,No
907,Yes,22,0,0,No,No
908,Yes,24,0,0,No,No
909,No,31,0.5,34,No,No
910,Yes,22,0,0,No,No
911,Yes,28,0,0,Yes,No
912,Yes,26,0,6,Yes,No
913,Yes,33,0,11,Yes,No
914,Yes,18,0,0,No,No
915,Yes,27,0,0,No,No
916,Yes,32,2.5,11,Yes,No
917,Yes,26,0,0,No,No
918,Yes,27,0,0,Yes,No
919,Yes,30,2.5,17,Yes,No
920,No,22,0,0,Yes,No
921,No,21,0,0,No,No
922,Yes,26,5,0,Yes,No
923,No,26,0,16,Yes,No
924,Yes,22,0,0,Yes,No
925,Yes,22,0,0,Yes,No
926,Yes,22,0,0,No,No
927,Yes,25,0,0,No,No
928,Yes,29,0,0,Yes,No
929,Yes,27,0,0,Yes,No
930,Yes,23,1,0,Yes,No
931,No,28,0,0,No,No
932,Yes,28,0.5,10,Yes,No
933,Yes,28,0,0,Yes,Yes
934,No,25,0,0,Yes,No
935,Yes,29,0.5,0,Yes,No
936,No,21,0,0,Yes,No
937,Yes,26,0,0,Yes,No
938,Yes,25,0,0,Yes,No
939,Yes,31,0,12,Yes,No
940,Yes,24,0,0,Yes,No
941,Yes,15,0,0,No,No
942,No,27,0,0,No,No
943,No,29,0,0,No,No
944,Yes,27,0,0,No,No
945,No,16,0,0,No,No
946,Yes,28,0,17,Yes,No
947,Yes,21,0,0,No,No
948,Yes,19,0,0,Yes,No
949,Yes,29,0,4,Yes,No
950,No,30,1.5,0,Yes,No
951,Yes,17,0,0,Yes,No
952,Yes,30,2.5,4,Yes,No
953,Yes,31,0,14,Yes,No
954,Yes,33,1,25,Yes,No
955,Yes,20,0,0,Yes,No
956,Yes,24,0,0,Yes,No
957,Yes,25,0,4,No,No
958,Yes,27,2.5,11,No,No
959,Yes,34,0.5,12,Yes,No
960,No,25,0,0,No,No
961,Yes,26,0,0,Yes,No
962,Yes,23,0,0,Yes,No
963,Yes,23,0,0,Yes,No
964,No,29,0,0,Yes,No
965,Yes,21,0,0,Yes,No
966,No,25,0,0,Yes,No
967,Yes,30,0,11,Yes,No
968,Yes,32,1.5,8,Yes,No
969,Yes,25,0,0,Yes,No
970,No,23,0,0,Yes,No
971,Yes,31,1.5,39,Yes,No
972,Yes,29,0,16,No,No
973,Yes,25,0,0,No,No
974,No,25,0,0,No,No
975,Yes,25,0,11,Yes,No
976,Yes,31,0,8,No,No
977,Yes,15,0,0,No,No
978,Yes,26,0,0,Yes,No
979,Yes,31,2.5,7,Yes,No
980,Yes,23,0,7,Yes,No
981,No,19,0,0,Yes,No
982,Yes,19,0,0,No,No
983,No,19,0,0,No,No
984,Yes,28,0,8,Yes,No
985,Yes,14,0,0,No,No
986,Yes,23,0,0,Yes,No
987,No,29,0,21,Yes,No
988,Yes,21,0,0,Yes,No
989,Yes,24,0,0,Yes,No
990,No,11,0,0,No,Yes
991,Yes,19,0,0,No,No
992,No,24,0,0,Yes,No
993,No,25,0,0,Yes,No
994,Yes,30,0,0,Yes,No
995,Yes,21,0,0,No,No
996,Yes,20,0,0,No,No
997,Yes,23,0,0,No,Yes
998,No,15,0,0,No,No
999,Yes,27,1,4,Yes,No
1000,No,25,0,0,Yes,No
1001,Yes,21,0,0,No,No
1002,Yes,24,0.75,4,Yes,No
1003,Yes,34,0,19,Yes,No
1004,No,26,0,17,Yes,No
1005,Yes,25,0,0,No,No
1006,No,17,0,0,No,No
1007,Yes,23,0,0,No,No
1008,Yes,28,0,0,Yes,No
1009,No,24,0,0,No,No
1010,Yes,25,0,7,Yes,No
1011,No,19,0,0,Yes,No
1012,No,27,0,17,Yes,No
1013,Yes,33,0,0,Yes,Yes
1014,Yes,25,0,4,No,No
1015,No,23,0,0,Yes,Yes
1016,Yes,28,0,0,Yes,No
1017,No,21,0,0,No,No
1018,Yes,30,0,0,Yes,No
1019,Yes,23,0,0,Yes,No
1020,No,25,0,0,Yes,No
1021,Yes,26,0,4,Yes,No
1022,Yes,23,0,0,Yes,No
1023,Yes,27,0,0,Yes,No
1024,Yes,19,0,0,No,No
1025,Yes,22,0,6,Yes,No
1026,Yes,24,0,0,Yes,No
1027,Yes,20,0,0,Yes,No
1028,No,28,0,4,Yes,No
1029,Yes,23,0,0,Yes,No
1030,Yes,27,0,21,Yes,No
1031,Yes,31,1.5,0,Yes,No
1032,Yes,25,0,21,Yes,No
1033,Yes,26,0,0,Yes,No
1034,Yes,28,0,0,Yes,No
1035,Yes,26,1,0,No,No
1036,Yes,24,0,7,Yes,No
1037,No,20,0,0,No,No
1038,No,21,0,0,No,No
1039,Yes,22,0,0,Yes,No
1040,No,17,0,0,Yes,No
1041,Yes,28,0,0,Yes,No
1042,Yes,26,0,0,Yes,No
1043,No,22,0,0,No,No
1044,Yes,30,1.5,13,Yes,No
1045,Yes,30,0,11,Yes,No
1046,No,16,0,0,No,No
1047,Yes,27,0,12,Yes,No
1048,Yes,27,0,0,Yes,No
1049,Yes,27,0,11,Yes,No
1050,Yes,27,0,4,Yes,No
1051,No,17,0,0,No,No
1052,Yes,26,0,0,Yes,No
1053,Yes,26,0,0,Yes,No
1054,Yes,29,0,0,Yes,No
1055,Yes,22,0,0,Yes,No
1056,Yes,24,0,0,No,No
1057,No,17,0,0,No,No
1058,Yes,24,0,0,Yes,No
1059,No,15,0,0,No,No
1060,Yes,24,0,0,No,No
1061,Yes,20,0,0,Yes,No
1062,Yes,26,0,8,No,No
1063,Yes,21,0,0,No,No
1064,Yes,26,0,0,Yes,No
1065,No,25,0,0,No,No
1066,Yes,21,0,0,No,No
1067,Yes,24,0,0,Yes,No
1068,No,28,0,0,Yes,No
1069,Yes,26,0,11,Yes,No
1070,Yes,23,0,0,No,No
1071,Yes,25,0,7,Yes,No
1072,Yes,23,0,0,Yes,No
1073,Yes,29,0,0,Yes,No
1074,Yes,20,0,0,Yes,No
1075,Yes,21,0,4,No,No
1076,Yes,21,0,0,No,No
1077,Yes,23,0,0,Yes,No
1078,Yes,26,0,0,Yes,No
1079,No,32,0.5,19,Yes,No
1080,No,23,0,0,No,No
1081,No,23,0,0,No,No
1082,Yes,30,0,21,Yes,No
1083,Yes,22,0,0,No,No
1084,Yes,29,0,25,Yes,No
1085,Yes,29,1.5,8,Yes,No
1086,No,21,1.5,0,No,No
1087,Yes,25,0,0,Yes,No
1088,No,28,0,0,No,No
1089,Yes,22,0,4,Yes,No
1090,Yes,24,0,0,Yes,No
1091,Yes,30,1.5,0,Yes,No
1092,Yes,27,0,0,Yes,No
1093,Yes,27,0.5,0,Yes,No
1094,No,25,0,0,Yes,No
1095,No,24,0,0,Yes,No
1096,Yes,28,0,8,Yes,No
1097,Yes,18,0,4,Yes,No
1098,No,26,0,0,No,No
1099,No,23,0,0,No,No
1100,Yes,28,0,0,Yes,No
1101,Yes,28,1,22,Yes,No
1102,No,25,0,0,No,No
1103,Yes,26,0,10,No,No
1104,Yes,27,0,7,Yes,No
1105,Yes,26,0,0,Yes,No
1106,Yes,25,0,4,Yes,No
1107,Yes,23,0,0,Yes,No
1108,Yes,23,0,4,Yes,No
1109,Yes,28,0,0,Yes,No
1110,Yes,26,0,0,No,No
1111,Yes,26,0,0,No,No
1112,No,24,0,0,No,No
1113,Yes,23,0,0,Yes,No
1114,Yes,17,0,0,No,No
1115,Yes,24,0,6,No,No
1116,Yes,25,0,0,No,No
1117,Yes,26,0,4,Yes,No
1118,Yes,22,0,0,No,No
1119,Yes,26,0,26,No,No
1120,Yes,25,0,0,No,No
1121,No,15,0,0,Yes,No
1122,No,22,0,0,Yes,No
1123,Yes,21,0,0,No,No
1124,Yes,20,0,0,Yes,No
1125,Yes,24,0,0,Yes,No
1126,No,27,0,0,No,No
1127,Yes,26,0,4,Yes,No
1128,No,25,0,4,Yes,Yes
1129,No,21,0,0,No,Yes
1130,Yes,23,0,0,Yes,No
1131,No,26,0,0,Yes,No
1132,No,26,0,0,Yes,No
1133,Yes,27,0,0,Yes,No
1134,Yes,29,0,0,Yes,No
1135,Yes,25,0,0,Yes,No
1136,Yes,29,0,6,Yes,No
1137,No,24,0,0,No,No
1138,Yes,21,0,0,Yes,No
1139,Yes,21,0,0,No,No
1140,Yes,33,0,0,Yes,Yes
1141,No,26,0,0,No,No
1142,Yes,22,0,0,Yes,No
1143,No,22,0,0,No,No
1144,No,15,0,0,No,No
1145,Yes,25,0,0,Yes,No
1146,Yes,29,1.5,8,Yes,No
1147,Yes,22,0,0,No,No
1148,Yes,24,0,0,Yes,No
1149,Yes,31,0.25,19,Yes,No
1150,No,18,0,0,No,No
1151,Yes,21,0,4,No,No
1152,Yes,25,0.125,3,No,No
1153,Yes,30,2.5,11,Yes,No
1154,No,25,0,0,No,No
1155,Yes,20,0,0,No,No
1156,No,25,0,0,No,No
1157,Yes,24,0,0,Yes,No
1158,Yes,21,0,0,Yes,No
1159,Yes,21,2,0,No,No
1160,Yes,32,2.5,0,Yes,No
1161,Yes,25,1,0,Yes,No
1162,Yes,24,0,0,Yes,No
1163,Yes,27,0,6,Yes,No
1164,Yes,28,0,0,Yes,No
1165,Yes,23,0,4,Yes,No
1166,Yes,27,1,0,Yes,No
1167,Yes,23,0,0,No,No
1168,Yes,26,0,11,Yes,No
1169,Yes,25,0,0,Yes,No
1170,Yes,21,0,0,Yes,No
1171,Yes,26,0,6,Yes,No
1172,Yes,26,0,8,Yes,No
1173,Yes,27,0,11,Yes,No
1174,Yes,21,0,0,No,No
1175,Yes,22,0,0,Yes,No
1176,Yes,31,0,4,Yes,No
1177,No,25,0,0,No,No
1178,No,25,1,0,Yes,No
1179,Yes,30,2.5,0,Yes,No
1180,Yes,23,0,4,No,No
1181,Yes,30,1.5,0,Yes,No
1182,Yes,29,0,39,Yes,No
1183,Yes,22,0,0,No,No
1184,Yes,29,0,0,Yes,No
1185,Yes,28,0,0,Yes,No
1186,Yes,30,0,13,Yes,No
1187,Yes,26,0,0,Yes,No
1188,No,25,0,0,No,No
1189,No,22,0,0,Yes,No
1190,Yes,31,0,0,Yes,No
1191,Yes,24,0,0,No,No
1192,Yes,22,0,0,No,No
1193,Yes,24,0,0,Yes,No
1194,Yes,23,0,0,No,No
1195,Yes,26,0,13,Yes,No
1196,Yes,24,0,4,No,No
1197,No,33,0,4,No,No
1198,Yes,30,0,10,Yes,No
1199,No,18,0,0,Yes,No
1200,Yes,27,0,0,No,No
1201,Yes,26,0,0,Yes,No
1202,Yes,26,0,8,Yes,No
1203,Yes,27,0,0,Yes,No
1204,No,20,0,0,No,No
1205,Yes,25,0,0,Yes,No
1206,No,15,0,0,No,No
1207,No,21,0,0,No,No
1208,Yes,33,1.5,17,Yes,No
1209,Yes,23,0,0,Yes,No
1210,Yes,28,0,0,Yes,No
1211,Yes,21,0,0,No,No
1212,Yes,20,0,6,No,No
1213,Yes,22,0,0,No,No
1214,Yes,29,0,0,Yes,No
1215,Yes,24,0,0,Yes,No
1216,Yes,28,0,8,Yes,No
1217,Yes,25,0,0,Yes,No
1218,Yes,28,0,0,Yes,No
1219,Yes,22,1,0,Yes,No
1220,Yes,25,0,0,Yes,No
1221,Yes,24,0,0,Yes,No
1222,Yes,24,0,0,No,No
1223,Yes,26,1.25,17,Yes,No
1224,Yes,30,0,12,Yes,No
1225,Yes,24,0,7,Yes,No
1226,Yes,26,0,7,No,No
1227,Yes,29,0,24,Yes,No
1228,No,21,0,0,No,No
1229,Yes,25,0.5,12,Yes,No
1230,Yes,20,0,0,Yes,No
1231,Yes,24,0,0,Yes,No
1232,Yes,25,0,0,No,No
1233,Yes,25,0,0,Yes,No
1234,No,15,0,0,Yes,No
1235,No,26,0,30,Yes,No
1236,Yes,33,0,25,Yes,No
1237,Yes,24,0,0,Yes,No
1238,No,32,0,0,Yes,No
1239,Yes,32,0,4,Yes,No
1240,No,15,0,0,Yes,No
1241,Yes,33,0.5,0,Yes,No
1242,Yes,21,0,0,No,No
1243,Yes,22,0,0,Yes,No
1244,No,25,0,0,Yes,No
1245,Yes,21,0,0,No,No
1246,Yes,24,0,0,Yes,No
1247,Yes,20,0,0,Yes,No
1248,No,27,1.5,0,Yes,No
1249,Yes,25,0,7,Yes,No
1250,Yes,24,0,0,No,No
1251,Yes,23,0,12,Yes,No
1252,Yes,26,0,0,No,No
1253,No,30,0,11,Yes,No
1254,Yes,27,0,4,Yes,No
1255,Yes,29,1.5,4,Yes,No
1256,Yes,29,1.5,0,Yes,No
1257,Yes,27,0,0,Yes,No
1258,Yes,27,0,4,Yes,No
1259,Yes,25,0,0,No,No
1260,Yes,30,0,12,Yes,No
1261,Yes,32,0,0,Yes,No
1262,Yes,26,0,12,Yes,No
1263,Yes,28,0,0,Yes,No
1264,Yes,19,0,0,Yes,No
1265,Yes,29,0,0,Yes,No
1266,No,22,0,0,Yes,No
1267,No,17,0,0,Yes,No
1268,No,24,0,0,No,No
1269,Yes,26,0,0,Yes,No
1270,Yes,29,0,11,Yes,No
1271,Yes,26,0,0,Yes,No
1272,Yes,24,0,0,Yes,No
1273,No,22,0,0,No,No
1274,Yes,18,0,0,No,No
1275,Yes,24,0,0,Yes,No
1276,Yes,20,0,0,Yes,Yes
1277,No,16,0,0,Yes,No
1278,No,24,0,0,Yes,No
1279,Yes,26,0,4,Yes,No
1280,Yes,27,0,0,Yes,No
1281,Yes,25,0,0,Yes,No
1282,Yes,26,0,4,Yes,No
1283,Yes,23,0,0,Yes,No
1284,Yes,23,0,0,Yes,No
1285,Yes,26,0,0,Yes,No
1286,Yes,27,0,4,Yes,No
1287,No,27,0,0,No,No
1288,Yes,30,0,31,Yes,No
1289,Yes,21,0,0,Yes,No
1290,Yes,20,0,0,No,No
1291,Yes,27,0,7,Yes,No
1292,Yes,23,0,4,Yes,No
1293,Yes,20,0,0,No,No
1294,Yes,27,0,0,Yes,No
1295,No,22,0,0,No,No
1296,Yes,26,0,4,No,No
1297,Yes,30,1.5,0,Yes,No
1298,Yes,32,0,59,Yes,No
1299,Yes,32,0,35,Yes,No
1300,No,25,0,0,No,No
1301,Yes,19,0,0,Yes,No
1302,Yes,20,1.625,4,Yes,Yes
1303,Yes,29,0,0,Yes,No
1304,Yes,32,3.25,0,Yes,No
1305,No,19,0,0,Yes,No
1306,No,20,0,0,No,No
1307,No,20,0,0,No,No
1308,Yes,30,0,0,Yes,No
1309,No,22,0,0,No,No
1310,No,26,0,0,Yes,No
1311,No,30,0,0,Yes,No
1312,Yes,28,0,0,Yes,No
1313,Yes,28,3,0,Yes,No
1314,Yes,29,0,12,Yes,No
1315,Yes,24,0,0,Yes,No
1316,No,15,0,0,No,No
1317,Yes,26,1,22,Yes,No
1318,Yes,23,0,0,Yes,No
1319,Yes,32,1,11,Yes,No
1320,Yes,25,0,0,Yes,No
1321,Yes,19,0,0,Yes,No
1322,Yes,25,0,0,Yes,No
1323,Yes,29,0,8,Yes,No
1324,Yes,26,0,0,Yes,No
1325,No,16,0,0,No,No
1326,Yes,17,0,0,No,No
1327,Yes,30,0,0,Yes,No
1328,Yes,25,0,4,Yes,No
1329,No,23,0,0,Yes,No
1330,Yes,24,1,0,Yes,No
1331,Yes,24,0,0,No,No
1332,Yes,26,0,0,Yes,No
1333,Yes,29,1.5,0,Yes,No
1334,Yes,32,1.5,0,Yes,No
1335,Yes,24,0,0,Yes,No
1336,Yes,26,0,0,Yes,No
1337,Yes,24,0,0,Yes,No
1338,Yes,25,0,4,Yes,No
1339,Yes,15,0,0,Yes,No
1340,Yes,23,0,4,Yes,No
1341,Yes,24,0,4,Yes,No
1342,Yes,18,0,0,Yes,No
1343,Yes,34,0.5,31,Yes,No
1344,Yes,24,0,20,Yes,No
1345,Yes,26,0,0,No,No
1346,Yes,19,0,0,No,No
1347,Yes,24,0,14,No,No
1348,No,25,1,8,Yes,No
1349,Yes,26,0,0,Yes,No
1350,Yes,21,0,0,Yes,No
1351,Yes,31,0,0,Yes,No
1352,Yes,26,0,0,No,No
1353,Yes,26,1,0,Yes,No
1354,Yes,20,0,4,No,No
1355,No,16,0,0,Yes,No
1356,No,26,0,0,Yes,No
1357,Yes,35,0,0,Yes,No
1358,Yes,23,0,0,Yes,No
1359,No,28,0,0,Yes,No
1360,Yes,19,0,0,No,No
1361,Yes,25,0,0,Yes,No
1362,Yes,30,1.5,31,Yes,No
1363,Yes,22,0,0,No,No
1364,Yes,23,0,0,Yes,No
1365,Yes,26,0,13,Yes,No
1366,No,29,0,0,No,No
1367,Yes,14,0,4,No,Yes
1368,Yes,15,0,0,No,No
1369,No,22,0,0,No,No
1370,Yes,26,0,4,Yes,No
1371,Yes,26,0,30,Yes,No
1372,Yes,22,0,0,No,No
1373,Yes,15,0,0,No,No
1374,No,21,0,0,No,No
1375,Yes,25,0,0,Yes,No
1376,Yes,30,2,0,Yes,No
1377,No,28,0,0,Yes,No
1378,Yes,19,1.5,0,No,No
1379,Yes,21,0,0,Yes,No
1380,No,25,0,0,Yes,No
1381,Yes,27,0,4,Yes,No
1382,Yes,25,0,0,Yes,No
1383,Yes,25,0,0,No,No
1384,No,25,0,0,Yes,No
1385,No,22,0,0,No,No
1386,No,25,0,0,Yes,No
1387,Yes,29,0,0,Yes,No
1388,Yes,24,0,0,No,No
1389,No,25,0,0,Yes,No
1390,No,25,0,0,No,No
1391,Yes,30,0,15,Yes,No
1392,Yes,24,0,0,No,No
1393,Yes,17,0,0,No,No
1394,Yes,20,0,0,No,No
1395,Yes,22,0,0,Yes,No
1396,No,27,0,0,Yes,No
1397,Yes,24,0,0,Yes,No
1398,Yes,24,0,0,No,Yes
1399,Yes,15,0,0,No,No
1400,Yes,24,0,6,Yes,No
1401,Yes,27,1,0,Yes,No
1402,Yes,32,0,10,Yes,No
1403,Yes,31,0,31,No,No
1404,Yes,18,0,0,No,No
1405,Yes,31,2.5,24,Yes,No
1406,Yes,23,0,10,Yes,No
1407,Yes,31,0,0,Yes,No
1408,No,30,0,0,No,No
1409,Yes,20,0,0,Yes,No
1410,Yes,20,0,0,Yes,No
1411,Yes,24,0,0,Yes,No
1412,No,21,1,0,Yes,No
1413,Yes,23,0,0,Yes,No
1414,Yes,26,0,4,Yes,No
1415,No,25,0,0,Yes,No
1416,No,21,0,0,Yes,No
1417,Yes,30,1.5,11,Yes,No
1418,Yes,20,0,0,Yes,No
1419,Yes,26,0,8,Yes,No
1420,Yes,26,0,11,Yes,No
1421,Yes,25,1.5,0,No,No
1422,Yes,25,0,4,Yes,No
1423,Yes,30,0,0,Yes,No
1424,Yes,18,0,0,No,No
1425,Yes,34,0.5,47,Yes,No
1426,Yes,30,0,21,Yes,No
1427,No,30,0,8,No,No
1428,No,28,0,0,Yes,No
1429,No,27,0,7,Yes,No
1430,Yes,28,0,16,Yes,No
1431,Yes,26,0.75,0,Yes,No
1432,No,28,0,0,Yes,No
1433,Yes,29,1,0,Yes,No
1434,Yes,31,1,10,Yes,No
1435,Yes,25,0,0,Yes,No
1436,Yes,33,4,4,Yes,No
1437,Yes,23,0,0,Yes,No
1438,Yes,26,0,4,Yes,No
1439,Yes,27,0,0,Yes,No
1440,No,26,0,0,Yes,No
1441,Yes,27,0,8,No,No
1442,Yes,29,0,0,Yes,No
1443,Yes,22,0,0,Yes,No
1444,No,22,0,0,No,Yes
1445,No,27,0,0,Yes,No
1446,Yes,20,0,0,Yes,No
1447,Yes,24,0,7,Yes,No
1448,No,25,0,12,Yes,No
1449,Yes,25,0,0,Yes,No
1450,Yes,21,0,0,Yes,No
1451,Yes,24,0,0,Yes,No
1452,No,20,0,0,No,No
1453,No,20,0,0,No,No
1454,Yes,21,1,0,Yes,No
1455,Yes,27,0,13,Yes,No
1456,No,29,0,0,No,No
1457,Yes,20,0,0,No,No
1458,No,23,0,0,No,No
1459,Yes,21,0,0,Yes,No
1460,Yes,26,0,0,Yes,No
1461,No,19,0,0,No,No
1462,Yes,26,0,6,No,No
1463,No,17,0,0,No,No
1464,Yes,20,0,0,Yes,No
1465,Yes,25,0,4,No,No
1466,Yes,27,0,0,No,No
1467,Yes,20,0,0,Yes,No
1468,No,21,0,0,Yes,No
1469,No,27,0,0,Yes,No
1470,No,30,0,6,Yes,No
1471,Yes,29,0.5,0,Yes,No
1472,Yes,25,1,0,Yes,No
1473,No,19,0,0,No,No
1474,Yes,26,0,0,No,No
1475,Yes,25,0,4,No,No
1476,Yes,23,0,0,No,No
1477,Yes,26,0,0,Yes,No
1478,Yes,22,0,0,No,No
1479,Yes,25,0,0,No,No
1480,No,19,0,0,No,No
1481,Yes,31,1.5,12,Yes,No
1482,No,19,0,0,No,No
1483,Yes,24,0,0,Yes,No
1484,No,19,0,0,Yes,No
1485,Yes,24,1.5,4,Yes,No
1486,No,21,0,0,Yes,Yes
1487,Yes,33,1.5,11,Yes,No
1488,Yes,29,0,0,Yes,No
1489,Yes,24,0,0,Yes,No
1490,Yes,20,0,0,Yes,No
1491,Yes,24,0,0,Yes,No
1492,Yes,24,0,0,Yes,No
1493,Yes,26,0,3,Yes,No
1494,Yes,29,0,4,Yes,No
1495,Yes,29,0,4,Yes,No
1496,Yes,26,0,0,No,No
1497,Yes,25,0,0,No,No
1498,Yes,25,1,11,Yes,No
1499,Yes,32,0,15,Yes,No
1500,No,30,0,4,Yes,No
1501,No,24,0,6,No,No
1502,No,20,0,0,No,No
1503,Yes,29,1,10,Yes,No
1504,Yes,24,0,0,No,No
1505,No,20,0,0,Yes,No
1506,Yes,22,0,0,Yes,No
1507,Yes,27,1.5,30,Yes,No
1508,No,27,0,0,No,No
1509,Yes,26,0,0,Yes,No
1510,Yes,20,0,0,Yes,No
1511,Yes,32,1,7,Yes,No
1512,Yes,33,0.5,6,Yes,No
1513,Yes,24,0,4,No,No
1514,Yes,28,0,0,Yes,No
1515,Yes,19,0,0,No,No
1516,Yes,27,0,0,Yes,No
1517,Yes,28,0,8,Yes,No
1518,Yes,27,0,0,Yes,No
1519,Yes,26,0,10,No,No
1520,Yes,21,0,0,Yes,No
1521,Yes,29,0,11,Yes,No
1522,Yes,20,0,0,Yes,No
1523,Yes,31,0.5,0,No,No
1524,Yes,26,0,0,No,No
1525,Yes,27,0,4,No,No
1526,No,18,0,0,Yes,Yes
1527,Yes,27,0,4,Yes,No
1528,Yes,17,0,0,No,No
1529,No,25,1,0,Yes,No
1530,Yes,25,0,4,Yes,No
1531,No,28,0,0,Yes,No
1532,No,21,0,0,No,No
1533,No,23,0,0,Yes,No
1534,Yes,28,0,0,No,No
1535,Yes,26,0,0,Yes,No
1536,Yes,24,0,0,No,No
1537,Yes,32,0,8,Yes,No
1538,Yes,27,0,11,Yes,No
1539,Yes,28,0.5,13,Yes,No
1540,Yes,27,0,29,Yes,No
1541,No,26,0,0,Yes,No
1542,Yes,32,2.5,36,Yes,No
1543,No,22,0,0,Yes,No
1544,No,22,0,0,No,No
1545,Yes,25,0,7,Yes,No
1546,Yes,22,0,0,Yes,No
1547,Yes,32,1.5,6,Yes,No
1548,Yes,25,0,0,Yes,No
1549,Yes,27,0,0,Yes,No
1550,Yes,25,0,0,Yes,No
1551,Yes,29,0,11,Yes,No
1552,Yes,26,0,4,Yes,No
1553,No,25,0,0,Yes,No
1554,Yes,31,2.5,0,Yes,No
1555,No,11,0,0,Yes,No
1556,Yes,25,0,4,Yes,No
1557,Yes,19,0,0,Yes,No
1558,No,22,0,0,Yes,No
1559,Yes,22,0,0,Yes,No
1560,Yes,24,0,0,No,No
1561,No,20,0,0,Yes,No
1562,Yes,25,0,11,Yes,No
1563,Yes,29,0,0,Yes,No
1564,No,26,0,4,Yes,No
1565,Yes,21,0,4,No,No
1566,No,25,0,0,Yes,No
1567,Yes,17,0,0,No,No
1568,No,22,0,0,Yes,No
1569,Yes,28,1.5,12,Yes,No
1570,No,26,0,0,Yes,No
1571,Yes,23,0,0,Yes,No
1572,Yes,20,0,0,No,No
1573,Yes,30,0,0,Yes,No
1574,No,29,0,4,Yes,No
1575,No,27,0,0,Yes,No
1576,Yes,20,0,0,Yes,No
1577,Yes,21,0,0,No,No
1578,No,23,0,0,Yes,No
1579,No,20,0,0,No,No
1580,Yes,22,1,0,Yes,No
1581,No,18,0,0,No,No
1582,Yes,23,0,0,Yes,No
1583,Yes,26,0,0,Yes,No
1584,Yes,27,1.5,0,Yes,No
1585,Yes,22,0,0,No,No
1586,Yes,24,0,3,Yes,No
1587,Yes,26,0,0,Yes,No
1588,No,20,0,0,No,No
1589,Yes,29,0.5,7,Yes,No
1590,Yes,23,0,0,Yes,No
1591,Yes,26,0,0,Yes,No
1592,No,20,0,0,Yes,No
